model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,error_type
GPT-4.1,openai,Zooniverse,5,ZO-052,Minimal,No Violation,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.","Only role, means, and ends.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-001,Problem-oriented,No Violation,search and discover music using content identification or fingerprinting,"Mentions content identification/fingerprinting as a means, but does not prescribe a specific technical solution or implementation detail.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-005,Problem-oriented,No Violation,search and discover music by exploiting enriched metadata and image tags,"Mentions metadata/image tags as a basis, but does not prescribe implementation details.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-006,Problem-oriented,No Violation,upload tagged videos and have tags available for all further processing steps,"Focuses on the need for tags to be available, not how to implement it.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-007,Problem-oriented,No Violation,view thumbnail sequences of video segments,States a user need without specifying UI widgets or technical details.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-016,Problem-oriented,No Violation,"take a picture or upload an image, so that I am recommended with videos related to that picture or image","Describes a user need, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-017,Problem-oriented,No Violation,"walk around, access content using a geographical map and be informed if there are videos covering the area","Mentions a map, but as a user-facing feature, not a technical implementation or widget.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-018,Problem-oriented,No Violation,search content items using automatic speech recognition,"Mentions speech recognition as a means, but not a specific technical solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-019,Problem-oriented,No Violation,"see, validate and edit segmentation of videos","States admin needs, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-020,Problem-oriented,No Violation,annotate news video segments and extract a topic for each segment,"Describes admin needs, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-021,Problem-oriented,No Violation,filter and rank videos based on A/V quality aspects,"States a need, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-022,Problem-oriented,No Violation,get a quick assessment of whether audio material has been edited before the upload,"States a need, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-023,Problem-oriented,No Violation,prefilter nudity content,"States a need, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-024,Problem-oriented,No Violation,prefilter content using search based on low­level asset information,"Mentions low-level asset information as a basis, but not a specific technical solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-025,Problem-oriented,No Violation,automatically validated the ingested contents for copyright infringement,"States a need for validation, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-026,Problem-oriented,No Violation,prefilter the content using search on high­level asset information such as metadata and tags either recognized by the system of provided by the user,"Mentions metadata/tags as a basis, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-027,Problem-oriented,No Violation,"assess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk","Mentions sources of information, not a prescribed solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-028,Problem-oriented,No Violation,"detect when a scientist should be prompted to look at a subject, based on annotations and information from Talk comments","Mentions basis for decision, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-031,Problem-oriented,No Violation,automatically detect Snapshot Serengeti images with no classifiable animals in them,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-032,Problem-oriented,No Violation,perform automatic image series detection for the case of timestamping malfunction in Snapshot Serengeti images,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-033,Problem-oriented,No Violation,perform automatic animal species preclassification in Snapshot Serengeti,"States a need for preclassification, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-034,Problem-oriented,No Violation,perform automatic animal attribute preclassification in Snapshot Serengeti,"States a need for preclassification, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-035,Problem-oriented,No Violation,perform automatic animal number detection in Snapshot Serengeti,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-036,Problem-oriented,No Violation,perform automatic segmentation or localization of plankton in Plankton Portal,"States a need for segmentation/localization, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-037,Problem-oriented,No Violation,automatically detect Plankton Portal images with no classifiable plankton in them,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-038,Problem-oriented,No Violation,perform automatic detection of plankton size or orientation in Plankton Portal images,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-039,Problem-oriented,No Violation,perform automatic preclassification of plankton species in Plankton Portal images,"States a need for preclassification, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-040,Problem-oriented,No Violation,perform automatic worm motion analysis to reduce video duration in Worm Watch Lab,"States a need for analysis, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-041,Problem-oriented,No Violation,automatically detect the time in a Worm Watch Lab video where the worm lays an egg,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-042,Problem-oriented,No Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images","States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-043,Problem-oriented,No Violation,assess the probability/weight of a volunteer’s classification based on their experience,"Mentions basis for assessment, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-044,Problem-oriented,No Violation,perform prefiltering of the images to remove artefacts such as bright stars and camera read errors,"States a need for prefiltering, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-045,Problem-oriented,No Violation,detect moving and transient objects in the images,"States a need for detection, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-046,Problem-oriented,No Violation,remove background noise and distracting sounds from the audio files,"States a need for noise removal, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-050,Problem-oriented,No Violation,"know whether I should interrupt a volunteer with text, an image, or a video","States a need for decision-making, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-052,Problem-oriented,No Violation,"know whether I should educate a volunteer with text, an image, or a video","States a need for decision-making, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-059,Problem-oriented,No Violation,recommend different projects to volunteers based on their previous experiences,"States a need for recommendations, not a solution.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-001,Unambiguous,Violation,content identification or fingerprinting,"The term 'content identification or fingerprinting' is ambiguous as it is unclear what specific method or type of content is meant, leading to multiple interpretations.",[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-003,Unambiguous,No Violation,other users similar to myself,"While 'similar' could be subjective, in this context it is a common and accepted abstraction for recommendation systems and does not lead to materially different interpretations.",[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-006,Unambiguous,Violation,tagged videos and have tags available for all further processing steps,'Tags' and 'all further processing steps' are not defined and could be interpreted in different ways.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-012,Unambiguous,No Violation,"identify persons in videos, and receive related information about them",The terms are clear and do not allow for materially different interpretations.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-013,Unambiguous,No Violation,"identify products in videos, and receive related information about them",The terms are clear and do not allow for materially different interpretations.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-014,Unambiguous,No Violation,"identify broadcaster logos in videos, and receive related information about them",The terms are clear and do not allow for materially different interpretations.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-015,Unambiguous,No Violation,"identify brands in videos, and receive related information about them",The terms are clear and do not allow for materially different interpretations.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-018,Unambiguous,Violation,search content items using automatic speech recognition,'Content items' is vague and could refer to different types of media or data.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-021,Unambiguous,Violation,filter and rank videos based on A/V quality aspects,'A/V quality aspects' is vague and could refer to different metrics or standards.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-022,Unambiguous,Violation,quick assessment of whether audio material has been edited,'Quick assessment' and 'edited' are vague and could be interpreted in different ways.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-023,Unambiguous,Violation,prefilter nudity content,'Nudity content' is ambiguous; it is unclear what qualifies as nudity and how it is defined.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-024,Unambiguous,Violation,prefilter content using search based on low­level asset information,'Content' and 'low-level asset information' are vague and could be interpreted in multiple ways.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-025,Unambiguous,Violation,automatically validated the ingested contents for copyright infringement,'Ingested contents' is vague and could refer to different types of data or media.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-026,Unambiguous,Violation,prefilter the content using search on high­level asset information such as metadata and tags either recognized by the system of provided by the user,"'The content', 'high-level asset information', and 'tags' are vague and could be interpreted in multiple ways.",[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-046,Unambiguous,Violation,remove background noise and distracting sounds from the audio files,'Background noise' and 'distracting sounds' are subjective and could be interpreted in multiple ways.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-047,Unambiguous,Violation,group whale calls that are similar,"'Similar' is not defined and could refer to different similarity metrics (frequency, duration, etc.), leading to ambiguity.",[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-049,Unambiguous,Violation,know when I should interrupt a volunteer,'When I should interrupt' is ambiguous as the criteria for interruption are not specified.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-050,Unambiguous,Violation,"know whether I should interrupt a volunteer with text, an image, or a video",'Should interrupt' is ambiguous as the criteria for interruption are not specified.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-051,Unambiguous,Violation,know when I should educate a volunteer,'When I should educate' is ambiguous as the criteria for education are not specified.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-052,Unambiguous,Violation,"know whether I should educate a volunteer with text, an image, or a video",'Should educate' is ambiguous as the criteria for education are not specified.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-055,Unambiguous,Violation,know when Zoonibot should comment on a subject,'Should comment' is ambiguous as the criteria for commenting are not specified.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-056,Unambiguous,Violation,know when Zoonibot should give an explanation,'Should give an explanation' is ambiguous as the criteria for explanation are not specified.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-058,Unambiguous,Violation,group subjects by similarity,"'Similarity' is not defined and could refer to different similarity metrics, leading to ambiguity.",[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-059,Unambiguous,Violation,recommend different projects to volunteers based on their previous experiences,'Previous experiences' is vague and could be interpreted in multiple ways.,[],High,No Violation,FP
GPT-4.1,openai,Zooniverse,5,ZO-005,Uniform,No Violation,"As a user, I want to...",Matches the dominant template.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-016,Uniform,No Violation,"As a user, I want to...",Matches the dominant template.,[],High,Violation,FN
GPT-4.1,openai,Zooniverse,5,ZO-060,Uniform,No Violation,"As an admin, I want to...",Follows the dominant template.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-005,Atomic,Violation,edit my training node myself ... and links to slides,"Combines editing the training node with managing/adding slide links, which are independently implementable aspects.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-014,Atomic,Violation,all trainee information is shown and can be filtered to show a single training session,"Combines (1) showing all trainee information and (2) filtering by a single training session—separable, independently testable features.",[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-019,Atomic,Violation,find out where the coding lounge is and what time it is open,Two separable features: provide location information and provide opening hours.,[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-025,Atomic,Violation,view venue details ... and see the events happening there,Combines viewing venue details with listing events at the venue—separable features.,[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-041,Atomic,Violation,see a list of attendees signed up for my summit ... communicate with my attendees by email,Combines (1) viewing attendee list and (2) emailing/communicating with attendees—separable features.,[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-054,Atomic,Violation,assign a room to a time slot and a location,Combines assigning a room to a time slot with assigning a location; these can be implemented/tested separately.,[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-003,Complete,Violation,email all the trainers at once from the website,Bulk-emailing trainers presumes the system can identify who the trainers are (trainer role/association to trainings) and have their contact info; the backlog lacks an explicit story to manage trainer accounts/roles or maintain trainer contact details.,"[""BC-005"", ""BC-013"", ""BC-015"", ""BC-016""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-005,Complete,Violation,edit my training node myself,Editing a training node implies training nodes exist and can be created/initially authored; the backlog has multiple stories to view trainings but no explicit story to create/submit/manage training offerings (call for trainings is promotional only).,"[""BC-015"", ""BC-016"", ""BC-017""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-006,Complete,Violation,limit to one registration per day per authenticated user,This constraint presumes a training registration capability exists; the backlog includes waitlist and cancellation workflow but lacks an explicit story to register for a training.,"[""BC-008"", ""BC-010"", ""BC-012"", ""BC-015"", ""BC-016""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-007,Complete,Violation,admin view that helps track registration status for each attendee,Tracking registration status presumes a training registration and status lifecycle exists (registered/attended/refunded/no show); backlog lacks an explicit training registration story and explicit mechanisms to mark attendance/no-show for trainings.,"[""BC-006"", ""BC-008"", ""BC-010"", ""BC-012""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-008,Complete,Violation,be added to a training waitlist,Waitlisting is complementary to a primary training registration/enrollment capability and capacity management; backlog lacks an explicit story to register for a training.,"[""BC-006"", ""BC-012"", ""BC-015"", ""BC-016""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-009,Complete,Violation,must accept the cancellation terms with a checkbox,Acceptance of cancellation terms is part of a registration/cancellation workflow; backlog lacks an explicit training registration story to which this checkbox would attach.,"[""BC-010"", ""BC-012"", ""BC-015"", ""BC-016""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-010,Complete,Violation,tie in a cancellation deadline to whatever registration / cancellation workflow exists,A cancellation deadline requires an implemented registration/cancellation workflow; backlog does not include an explicit training registration story (and cancellation flow is only referenced indirectly).,"[""BC-009"", ""BC-012"", ""BC-015"", ""BC-016""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-011,Complete,Violation,"add to ""my schedule"" if there is a schedule feature on the site",Adding items to 'my schedule' implies a personal schedule feature with persistence and retrieval; backlog includes viewing the overall schedule but lacks explicit creation/management of a personal schedule list.,"[""BC-012"", ""BC-040"", ""BC-055""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-012,Complete,Violation,see which trainings I have signed up for,Seeing signed-up trainings presumes a training signup/registration capability exists; backlog lacks an explicit story to register for a training.,"[""BC-006"", ""BC-008"", ""BC-015"", ""BC-016""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-013,Complete,Violation,view ... attached to their training node that shows all attendee information,Trainer viewing attendee info presumes attendees can register for trainings and that attendee lists exist; backlog lacks an explicit training registration story.,"[""BC-006"", ""BC-008"", ""BC-012""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-014,Complete,Violation,admin view where all trainee information is shown and can be filtered to show a single training session,Filtering trainee info by training session presumes training session enrollment data exists; backlog lacks an explicit training registration story.,"[""BC-006"", ""BC-008"", ""BC-012""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-015,Complete,Violation,dedicated page for each class ... link to register for class,"The story requires a 'link to register for class', implying a training registration capability; backlog does not include an explicit story to register for a training.","[""BC-006"", ""BC-008"", ""BC-012"", ""BC-010""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-016,Complete,Violation,register now link,A 'register now' link implies training registration exists; backlog lacks an explicit training registration story.,"[""BC-006"", ""BC-008"", ""BC-012"", ""BC-010""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-017,Complete,Violation,training landing page ... promote call for trainings,A call for trainings implies trainers can submit/create training offerings; backlog lacks an explicit story for creating/submitting training offerings (only editing/viewing is present).,"[""BC-005"", ""BC-015"", ""BC-016""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-019,Complete,Violation,find out where the coding lounge is and what time it is open,This requires the site to store and publish coding lounge location/hours; backlog has venue management generally but no story to create/maintain 'coding lounge' hours/info as content.,"[""BC-024"", ""BC-025""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-021,Complete,Violation,link ... to become a $350 level sponsor,Becoming a sponsor via payment implies a complete purchase/checkout flow; backlog has payment entry/charge stories but lacks an explicit end-to-end 'complete sponsorship purchase' confirmation/role assignment outcome beyond fragments.,"[""BC-023"", ""BC-027"", ""BC-030""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-022,Complete,Violation,See a list of attendees associated with this company,Listing attendees by company requires capturing attendee-to-company affiliation; backlog lacks a story to collect/maintain company association on user profiles or sponsorship linkage.,"[""BC-032"", ""BC-031""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-026,Complete,Violation,see a list of the sessions associated with sponsor attendees,Requires (1) sponsor-attendee association and (2) attendee-to-session association; backlog lacks explicit stories to link attendees to sponsors/companies and to track which sessions an attendee is associated with (attendance/registration).,"[""BC-022"", ""BC-031"", ""BC-069""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-031,Complete,Violation,link BADCamp attendees to my sponsorship page,Linking attendees to a sponsorship page requires a mechanism to associate specific user accounts with a sponsor/company; backlog lacks an explicit story to create/manage these attendee-to-sponsor/company relationships.,"[""BC-022"", ""BC-032""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-033,Complete,Violation,sign up for the BADCamp newsletter,"Newsletter signup implies a subscription management capability (store subscriber, manage opt-in/out, send list integration); backlog lacks complementary stories for managing/sending newsletters or integrating with an email service.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-037,Complete,Violation,sponsor a summit,Sponsoring a summit implies a sponsorship purchase/commitment flow and linking sponsorship to a summit; backlog has sponsor assignment to summits but lacks an explicit story for sponsors to complete a summit sponsorship transaction/commitment.,"[""BC-028"", ""BC-048""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-043,Complete,Violation,list sponsors for my summit,Listing sponsors for a summit implies sponsors can be associated with a summit; backlog has admin assignment of sponsors to summits but lacks a complementary story for summit coordinators (non-admin) to manage/curate that sponsor list or for sponsors to commit to summit sponsorship in a way that populates it.,"[""BC-028"", ""BC-037""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-044,Complete,Violation,list an agenda for my summit,An agenda typically consists of agenda items/sessions; backlog lacks a complementary story to create/manage summit agenda items (beyond generic session submission for the conference).,"[""BC-042"", ""BC-046""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-054,Complete,Violation,"assign a room to a time slot and a location, so that I can populate the schedule",Assigning rooms/time slots presumes time slots and sessions exist to schedule; backlog includes accepting sessions but lacks an explicit story to create/manage time slots and to place specific sessions into those slots (beyond room assignment).,"[""BC-058"", ""BC-055"", ""BC-056""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-055,Complete,Violation,see the schedule,"Viewing a schedule presumes the schedule can be created/populated end-to-end; backlog has partial admin actions (room assignment, session acceptance) but lacks explicit scheduling of sessions into time slots and management of time slots.","[""BC-054"", ""BC-058""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-027,Conceptually sound,Violation,See a payment page ... so that pay for my sponsorship,End restates the means as another feature/outcome (“pay for my sponsorship”) rather than explaining why having the payment page is valuable (it is essentially the same functionality).,[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-046,Conceptually sound,Violation,"see specific details on summits, so that I can learn more ... register for the event, and get day-of knowledge","End bundles additional required features (“register for the event”, “get day-of knowledge”) rather than purely explaining why viewing details is valuable.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-062,Conceptually sound,Violation,"register to speak at BADCamp, so that I submit a session",End introduces another feature/step (“submit a session”) rather than explaining why registering to speak is valuable; it reads like a dependency.,"[""BC-063""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-014,Estimatable,No Violation,admin view where all trainee information is shown and can be filtered to show a single training session,"Despite informal wording, it specifies an admin listing with a key filter; scope is reasonably estimatable.",[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-015,Estimatable,No Violation,"dedicated page for each class ... information must be shown: Logo, title, trainers, location, possibly a map view, datetime, skill level, registrations remaining, link to register",Mostly well-scoped with explicit fields and URL requirement; ‘possibly a map view’ adds some variability but still estimatable.,[],Moderate,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-016,Estimatable,No Violation,training options clearly marked ... day and time ... title ... remaining registrations ... register now link,Defines a single-page listing with specified fields/links; bounded and estimatable.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-019,Estimatable,No Violation,find out where the coding lounge is and what time it is open,Specific information display requirement; bounded scope.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-020,Estimatable,Violation,refund sponsorship money that was processed via stripe,"Refund behavior is underspecified (full/partial, eligibility, UI, audit trail, error handling, Stripe integration details), making estimation difficult.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-021,Estimatable,No Violation,find a link on the sponsorships page to become a $350 level sponsor,Concrete UI link requirement; straightforward to estimate.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-022,Estimatable,Violation,See a list of attendees associated with this company,"‘Associated with this company’ is ambiguous (self-declared? domain? sponsor relationship?) and affects scope/logic, hindering estimation.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-026,Estimatable,Violation,see a list of the sessions associated with sponsor attendees,Association logic is unclear (sessions attended? presented? by employees?) leading to uncertain scope and estimation.,[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-031,Estimatable,Violation,link BADCamp attendees to my sponsorship page,‘Link attendees’ is ambiguous (display list? endorsements? association mechanism?) and thus hard to estimate.,[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-032,Estimatable,Violation,update my user profile,"Too broad: profile fields, validation, privacy, and edit permissions are not specified, making estimation unreliable.",[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-038,Estimatable,Violation,register for a summit,"Registration flow details (steps, payment/free, capacity handling, confirmation) are not specified, making estimation difficult.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-048,Estimatable,Violation,learn about sponsorship levels,Could be a static info page or dynamic levels with pricing/benefits and purchase links; scope not specified enough to estimate.,[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-055,Estimatable,Violation,see the schedule,"‘Schedule’ could imply many views/filters (by day/track/room), personalization, and data sources; too vague to estimate reliably.","[""BC-054""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-065,Estimatable,No Violation,see a list of all the summits that include when they are,Specific listing with date/time included; bounded and estimatable.,"[""BC-047""]",High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-067,Estimatable,No Violation,find a link in the menu that links to the registration form,Simple navigation/menu link addition; estimatable.,[],High,Violation,FN
GPT-5.2,openai,BADCamp,1,BC-069,Estimatable,Violation,find session information,"Too vague: could mean search, filtering, session detail pages, schedule integration, etc.; not estimatable as written.",[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-008,Full sentence,Violation,"..., so that so they can be considered for a class.","Malformed ""so that so"" and pronoun shift yields a grammatically broken sentence.",[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-047,Full sentence,Violation,"..., so that I can determine which summit I might be interested and able to attend.","Purpose clause is grammatically incomplete (missing ""in"": ""interested in and able to attend""), making the sentence malformed enough to not read as well-formed.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-062,Full sentence,Violation,"As a anonymoususer, I want to register to speak at BADCamp, so that I submit a session.","Purpose clause is grammatically incomplete/incorrect (missing auxiliary such as ""can""), making the sentence malformed.",[],Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-065,Full sentence,Violation,"As a anonymoususer, I want to see a list of all the summits that include when they are, so that I can determine which summit I want to attend.","Main clause is malformed (""summits that include when they are"") and does not read as a well-formed sentence.",[],High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-002,Independent,Violation,view a list of user profiles,Viewing profiles inherently depends on user accounts/profiles existing (registration/profile creation).,"[""BC-068"", ""BC-032""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-005,Independent,Violation,edit my training node myself,Editing a training node presupposes that training nodes exist and are created/managed elsewhere in the backlog.,"[""BC-015"", ""BC-016"", ""BC-017""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-006,Independent,Violation,limit to one registration per day per authenticated user,This constraint depends on having a registration workflow and authenticated users.,"[""BC-068"", ""BC-067""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-007,Independent,Violation,admin view that helps track registration status for each attendee,Tracking registration status depends on an attendee registration process and stored registrations.,"[""BC-067"", ""BC-068""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-009,Independent,Violation,must accept the cancellation terms with a checkbox,A cancellation-terms checkbox depends on an existing registration/cancellation workflow.,"[""BC-010"", ""BC-067""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-013,Independent,Violation,view ... attached to their training node that shows all attendee information,Depends on training nodes existing and attendees being registered for trainings.,"[""BC-015"", ""BC-016"", ""BC-067""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-014,Independent,Violation,admin view where all trainee information is shown and can be filtered to show a single training session,"Depends on trainee data and training sessions existing (i.e., registration/training entities).","[""BC-068"", ""BC-015""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-016,Independent,Violation,link to full details of the training,This one-page listing explicitly requires a separate full-details page for trainings.,"[""BC-015""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-018,Independent,Violation,link on the home page to a list of training options,A link to a list of training options depends on that list page existing.,"[""BC-016"", ""BC-017""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-020,Independent,Violation,refund sponsorship money that was processed via stripe,Refunding inherently depends on sponsorship payments being taken/processed first.,"[""BC-030"", ""BC-023"", ""BC-027""]",High,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-021,Independent,Violation,find a link on the sponsorships page to become a $350 level sponsor,Depends on the sponsorships page and the ability to become/pay as a sponsor at that level.,"[""BC-001"", ""BC-023""]",Moderate,No Violation,FP
GPT-5.2,openai,BADCamp,1,BC-022,Independent,Violation,See a list of attendees associated with this company,Requires attendee accounts and a company/sponsor association to exist.,"[""BC-068"", ""BC-031""]",Moderate,No Violation,FP
