model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth
Gemini-3.1-Pro-Preview,google,Zooniverse,3,ZO-008,Unique,No Violation,,"The story expresses a distinct requirement for getting info about similar video items, which is distinct from perceptual similarity in multimedia contexts.",[],Moderate,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,3,ZO-009,Unique,No Violation,,"The story expresses a distinct requirement for getting info about perceptually similar video items, which requires different algorithmic handling than general similarity.",[],Moderate,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-001,Atomic,No Violation,search and discover music using content identification or fingerprinting,The story describes a single search feature using content identification (fingerprinting).,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-004,Atomic,No Violation,search and discover music or ringback tones,The story describes a single search feature; music and ringback tones are merely attributes/types of content being searched.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-006,Atomic,Violation,upload tagged videos and have tags available for all further processing steps,The story combines two independently implementable features: uploading videos and making tags available for backend processing.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-012,Atomic,Violation,"identify persons in videos, and receive related information about them",The story combines two independently implementable features: identifying persons in videos and retrieving/displaying related information about them.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-013,Atomic,Violation,"identify products in videos, and receive related information about them",The story combines two independently implementable features: identifying products in videos and retrieving/displaying related information about them.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-014,Atomic,Violation,"identify broadcaster logos in videos, and receive related information about them",The story combines two independently implementable features: identifying logos in videos and retrieving/displaying related information about them.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-015,Atomic,Violation,"identify brands in videos, and receive related information about them",The story combines two independently implementable features: identifying brands in videos and retrieving/displaying related information about them.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-016,Atomic,Violation,take a picture or upload an image,Taking a picture (camera integration) and uploading an image (file system integration) are two independently implementable features.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-021,Atomic,Violation,filter and rank videos,"Filtering videos and ranking videos are two distinct, independently implementable features.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-027,Atomic,Violation,"assess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk","The story combines multiple distinct assessments (interesting, appealing, complex) based on three entirely different data sources requiring separate integrations.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-042,Atomic,Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc","Detecting flooding, damage, shelters, and roads represent multiple distinct computer vision models/features that should be split.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-060,Complete,Violation,summary of articles,"The story relies on a summary of articles, but there is no complementary story to create or ingest articles.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-001,Estimatable,Violation,search and discover music using content identification,"The scope of 'search and discover' combined with 'content identification' represents a massive, coarse-grained epic (similar to building Shazam) rather than an estimatable story.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-004,Estimatable,Violation,similar to a given music video based on content similarity,"Cross-format 'content similarity' (video to music/ringback tones) is a broad, research-heavy epic that is difficult to estimate.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-005,Estimatable,Violation,"exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path","The terms 'exploiting enriched metadata' and 'relevant listening path' are highly vague and broad, preventing a reasonable implementation estimate.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-006,Estimatable,No Violation,upload tagged videos and have tags available for all further processing steps,"This is a clear, well-defined CRUD and storage requirement that can be easily estimated.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-009,Estimatable,Violation,perceptually similar video items,"'Perceptually similar' implies a complex, undefined computer vision research task that is too broad to estimate as a single story.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-012,Estimatable,Violation,"identify persons in videos, and receive related information about them","Facial recognition and entity linking for arbitrary 'persons' is a massive, open-ended epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-013,Estimatable,Violation,identify products in videos,"General product recognition in videos is a broad, coarse-grained epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-014,Estimatable,Violation,identify broadcaster logos in videos,"Logo recognition across arbitrary videos is a broad, coarse-grained epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-015,Estimatable,Violation,identify brands in videos,"Brand recognition in videos is a broad, coarse-grained epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-016,Estimatable,Violation,recommended with videos related to that picture or image,Image-to-video recommendation based on vague 'relatedness' is a broad and underspecified epic.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-019,Estimatable,No Violation,"see, validate and edit segmentation of videos","Providing an admin UI to view and edit video segments is a clear, estimatable requirement.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-020,Estimatable,Violation,extract a topic for each segment,"It is ambiguous whether 'extract a topic' refers to manual data entry or automated NLP topic modeling, making estimation difficult.",[],Moderate,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-021,Estimatable,Violation,based on A/V quality aspects,"'A/V quality aspects' is vague and underspecified; without knowing which metrics to evaluate, it cannot be estimated.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-028,Estimatable,Violation,detect when a scientist should be prompted to look at a subject,The logic for 'when a scientist should be prompted' is completely underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-042,Estimatable,Violation,"important features such as areas of flooding, damage, temporary shelters, blocked roads etc",The use of 'such as' and 'etc' makes the list of features to detect open-ended and impossible to estimate accurately.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-043,Estimatable,No Violation,assess the probability/weight of a volunteer’s classification based on their experience,"Implementing a weighting algorithm based on user history is a specific, estimatable backend task.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-053,Estimatable,Violation,know which piece of education I should give to a volunteer,The logic for selecting educational content is completely undefined.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-057,Estimatable,Violation,know what Zoonibot should say to a volunteer,The logic for generating or selecting bot dialogue is completely undefined.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-060,Estimatable,Violation,see a summary of articles,It is ambiguous whether this requires an automated NLP summarization engine (an epic) or just displaying a pre-existing summary field.,[],Moderate,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-026,Full sentence,No Violation,,The story is a well-formed full sentence. The minor typo 'of' instead of 'or' does not break sentence completeness.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-006,Independent,No Violation,,The story is self-contained and does not inherently depend on any other story in the backlog.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-050,Independent,Violation,"know whether I should interrupt a volunteer with text, an image, or a video","Deciding the medium of an interruption inherently depends on first knowing when to interrupt the volunteer, which is requested in ZO-049.","[""ZO-049""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-052,Independent,Violation,"know whether I should educate a volunteer with text, an image, or a video","Deciding the medium of education inherently depends on first knowing when to educate the volunteer, which is requested in ZO-051.","[""ZO-051""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-053,Independent,Violation,know which piece of education I should give to a volunteer,"Deciding the content of education inherently depends on first knowing when to educate the volunteer, which is requested in ZO-051.","[""ZO-051""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-055,Independent,No Violation,,The story is self-contained and does not inherently depend on any other story in the backlog.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-056,Independent,No Violation,,The story is self-contained and does not inherently depend on any other story in the backlog.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-057,Independent,Violation,know what Zoonibot should say to a volunteer,"Deciding what Zoonibot should say inherently depends on first knowing when Zoonibot should comment or give an explanation, which is requested in ZO-055 and ZO-056.","[""ZO-055"", ""ZO-056""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-005,Minimal,No Violation,,"The story contains only role, means, and ends, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-006,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-016,Minimal,No Violation,,"The story contains only role, means, and ends, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-017,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-019,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-020,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-021,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-024,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-025,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-028,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-030,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-031,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-032,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-033,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-034,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-035,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-036,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-037,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-038,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-039,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-040,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-041,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-043,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-044,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-045,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-046,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-059,Minimal,No Violation,,"The story contains only role and means, with no extra notes or implementation hints.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-002,Problem-oriented,No Violation,,The story describes the user's need to discover music based on their profile without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-003,Problem-oriented,No Violation,,The story describes the user's need to discover music based on similar users without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-004,Problem-oriented,No Violation,,The story describes the user's need to discover music based on content similarity without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-008,Problem-oriented,No Violation,,The story describes the user's need to get info about similar video items without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-009,Problem-oriented,No Violation,,The story describes the user's need to get info about perceptually similar video items without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-010,Problem-oriented,No Violation,,The story describes the user's need to receive recommendations from similar profiles without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-011,Problem-oriented,No Violation,,The story describes the user's need to receive recommendations based on news events without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-012,Problem-oriented,No Violation,,The story describes the user's need to identify persons in videos without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-013,Problem-oriented,No Violation,,The story describes the user's need to identify products in videos without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-014,Problem-oriented,No Violation,,The story describes the user's need to identify broadcaster logos in videos without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-015,Problem-oriented,No Violation,,The story describes the user's need to identify brands in videos without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-029,Problem-oriented,No Violation,,The story describes the admin's need to identify volunteer types without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-047,Problem-oriented,No Violation,,The story describes the admin's need to group similar whale calls without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-048,Problem-oriented,No Violation,,The story describes the admin's need to identify the number of whales heard without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-049,Problem-oriented,No Violation,,The story describes the admin's need to know when to interrupt a volunteer without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-051,Problem-oriented,No Violation,,The story describes the admin's need to know when to educate a volunteer without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-053,Problem-oriented,No Violation,,The story describes the admin's need to know which piece of education to give without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-054,Problem-oriented,No Violation,,The story describes the admin's need to know when a volunteer makes an interesting comment without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-055,Problem-oriented,No Violation,,The story describes the admin's need to know when the bot should comment without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-056,Problem-oriented,No Violation,,The story describes the admin's need to know when the bot should give an explanation without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-057,Problem-oriented,No Violation,,The story describes the admin's need to know what the bot should say without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-058,Problem-oriented,No Violation,,The story describes the admin's need to group subjects by similarity without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-060,Problem-oriented,No Violation,,The story describes the admin's need to see a summary of articles without prescribing a specific technical solution.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-004,Unambiguous,No Violation,,The story clearly specifies the type of items (music or ringback tones) and the basis for similarity (content similarity to a music video).,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-005,Unambiguous,Violation,other relevant listening path,The phrase 'other relevant listening path' is vague and open to multiple materially different interpretations.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-009,Unambiguous,No Violation,,"The story explicitly specifies 'perceptually similar', removing ambiguity about the type of similarity.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-028,Unambiguous,Violation,detect when a scientist should be prompted,The condition 'when a scientist should be prompted' is underspecified and lacks clear criteria.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-042,Unambiguous,Violation,etc,The use of 'etc' makes the list of important features open-ended and underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-043,Unambiguous,No Violation,,The requirement to assess probability/weight based on experience is clear.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-053,Unambiguous,Violation,which piece of education I should give,The criteria for selecting the piece of education are underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-057,Unambiguous,Violation,what Zoonibot should say,The content of what the bot should say is completely underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-060,Unambiguous,No Violation,,The requirement to see a summary of articles is clear.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-008,Unique,Violation,get info about similar video items and segments,"This story substantially overlaps with ZO-009, as 'perceptually similar' is a subset of 'similar', without a meaningful difference in actor or goal.","[""ZO-009""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,4,ZO-009,Unique,Violation,get info about perceptually similar video items and segments,"This story is substantially contained within ZO-008, as perceptual similarity is a specific type of similarity, lacking a meaningful difference in the core requirement.","[""ZO-008""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-001,Atomic,No Violation,search and discover music using content identification or fingerprinting,The story describes a single feature of searching/discovering music using a specific method.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-004,Atomic,No Violation,search and discover music or ringback tones,The conjunction merely enumerates attributes (music or ringback tones) for a single discovery feature.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-006,Atomic,No Violation,upload tagged videos and have tags available for all further processing steps,Uploading videos with persistent tags is a single cohesive feature.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-012,Atomic,Violation,"identify persons in videos, and receive related information about them",Identifying persons in videos and retrieving/receiving related information about them are two independently implementable features.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-013,Atomic,Violation,"identify products in videos, and receive related information about them",Identifying products in videos and retrieving/receiving related information about them are two independently implementable features.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-014,Atomic,Violation,"identify broadcaster logos in videos, and receive related information about them",Identifying logos in videos and retrieving/receiving related information about them are two independently implementable features.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-015,Atomic,Violation,"identify brands in videos, and receive related information about them",Identifying brands in videos and retrieving/receiving related information about them are two independently implementable features.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-016,Atomic,No Violation,"take a picture or upload an image, so that I am recommended with videos related to that picture or image","The story describes a single feature of image-based video recommendation, with taking a picture or uploading an image acting as input methods for the same feature.",[],Moderate,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-021,Atomic,Violation,filter and rank videos based on A/V quality aspects,Filtering videos and ranking videos are two distinct operations that can be implemented independently.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-027,Atomic,No Violation,"assess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk","The story describes a single feature of assessing picture metrics, with the conjunctions merely enumerating the data sources used for the assessment.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-042,Atomic,No Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc","The story describes a single feature of detecting important features, with the conjunction merely enumerating examples of those features.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-060,Complete,Violation,see a summary of articles,"The story involves seeing a summary of articles, but there is no story in the backlog for creating or ingesting articles.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-001,Estimatable,No Violation,search and discover music using content identification or fingerprinting,"The story specifies a well-defined technical approach (fingerprinting) for searching music, making it estimatable.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-004,Estimatable,Violation,search and discover music or ringback tones similar to a given music video based on content similarity,"Content similarity-based recommendation is a broad, coarse-grained requirement that lacks specific parameters for estimation.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-005,Estimatable,Violation,"exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path","The scope is extremely broad and vague, encompassing multiple complex discovery paths and metadata exploitation.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-006,Estimatable,No Violation,upload tagged videos and have tags available for all further processing steps,"Uploading videos with tags and storing them is a specific, well-understood feature that can be reasonably estimated.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-009,Estimatable,Violation,get info about perceptually similar video items and segments,"While 'perceptually similar' narrows the similarity type, 'get info' remains too vague to estimate the scope of the feature.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-012,Estimatable,Violation,"identify persons in videos, and receive related information about them","Facial recognition combined with entity linking and information retrieval is a massive, coarse-grained epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-013,Estimatable,Violation,"identify products in videos, and receive related information about them","Product recognition and subsequent information retrieval is a broad, complex epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-014,Estimatable,Violation,"identify broadcaster logos in videos, and receive related information about them",Logo recognition and information retrieval is a broad epic that is difficult to estimate without specifics.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-015,Estimatable,Violation,"identify brands in videos, and receive related information about them",Brand recognition and information retrieval is a broad epic that is difficult to estimate without specifics.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-016,Estimatable,Violation,"take a picture or upload an image, so that I am recommended with videos related to that picture or image","Image-to-video recommendation is a broad, complex epic that lacks specific implementation details.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-019,Estimatable,No Violation,"see, validate and edit segmentation of videos","Providing a UI to view, validate, and edit video segments is a clear, estimatable requirement.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-020,Estimatable,Violation,annotate news video segments and extract a topic for each segment,"The phrase 'extract a topic' is vague regarding whether it is a manual UI feature or an automated NLP task, making estimation difficult.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-021,Estimatable,Violation,filter and rank videos based on A/V quality aspects,"'A/V quality aspects' is underspecified. It is unclear if this refers to resolution, bitrate, or subjective quality analysis.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-028,Estimatable,Violation,detect when a scientist should be prompted to look at a subject,The conditions for 'when a scientist should be prompted' are completely underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-042,Estimatable,Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc","Detecting multiple complex, disparate features in satellite imagery constitutes a massive, coarse-grained epic.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-043,Estimatable,No Violation,assess the probability/weight of a volunteer’s classification based on their experience,"Calculating user weighting based on experience is a specific, estimatable algorithmic task.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-053,Estimatable,Violation,know which piece of education I should give to a volunteer,The mapping of specific educational content to volunteers is vague and underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-057,Estimatable,Violation,know what Zoonibot should say to a volunteer,The content generation logic for the bot is completely vague and underspecified.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-060,Estimatable,Violation,see a summary of articles,It is entirely vague whether this requires an automated NLP summarization tool or a manual UI feature.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-026,Full sentence,No Violation,"As an admin, I want to prefilter the content using search on high­level asset information such as metadata and tags either recognized by the system of provided by the user.","Despite a minor typo ('of' instead of 'or'), the story is a well-formed, grammatically complete sentence.",[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-006,Independent,No Violation,,The story is self-contained and does not inherently depend on another story in the backlog.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-050,Independent,Violation,"know whether I should interrupt a volunteer with text, an image, or a video","Deciding the medium of interruption inherently depends on first knowing when to interrupt the volunteer, which is requested in ZO-049.","[""ZO-049""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-052,Independent,Violation,"know whether I should educate a volunteer with text, an image, or a video","Deciding the medium of education inherently depends on first knowing when to educate the volunteer, which is requested in ZO-051.","[""ZO-051""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-053,Independent,Violation,know which piece of education I should give to a volunteer,"Deciding the specific piece of education inherently depends on first knowing when to educate the volunteer, which is requested in ZO-051.","[""ZO-051""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-055,Independent,No Violation,,The story is self-contained and does not inherently depend on another story in the backlog.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-056,Independent,No Violation,,The story is self-contained and does not inherently depend on another story in the backlog.,[],High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-057,Independent,Violation,know what Zoonibot should say to a volunteer,"Deciding what the bot should say inherently depends on first knowing when the bot should comment or give an explanation, as requested in ZO-055 and ZO-056.","[""ZO-055"", ""ZO-056""]",High,Uncertain
Gemini-3.1-Pro-Preview,google,Zooniverse,5,ZO-005,Minimal,No Violation,,"The story contains only role, means, and ends, with no extra notes or implementation hints.",[],High,Uncertain
