story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Pragmatic,Independent,No Violation,,,Story + Backlog,BC-038,
BC-040,BADCamp,"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Syntactic,Atomic,No Violation,,,Story only,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Syntactic,Minimal,No Violation,,,Story only,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Pragmatic,Independent,No Violation,,,Story + Backlog,BC-038,
BC-041,BADCamp,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Syntactic,Atomic,No Violation,,,Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Syntactic,Minimal,No Violation,,,Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Semantic,Unambiguous,Violation,list basic information about my summit,"The wording contains vague terms, unclear references, alternatives, or abstractions that allow materially different interpretations.",Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Pragmatic,Estimatable,Violation,list basic information about my summit,"The ambiguity or vagueness directly affects the expected scope or behavior, making a reasonable estimate difficult.",Story + Backlog,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-042,BADCamp,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Syntactic,Atomic,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Syntactic,Minimal,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-043,BADCamp,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Syntactic,Atomic,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Syntactic,Minimal,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-044,BADCamp,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Syntactic,Atomic,No Violation,,,Story only,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Syntactic,Minimal,No Violation,,,Story only,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-045,BADCamp,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Syntactic,Atomic,No Violation,,,Story only,,Requer alinhamento da regra de fronteira para Atomic.
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Semantic,Unambiguous,Violation,see specific details on summits,"The wording contains vague terms, unclear references, alternatives, or abstractions that allow materially different interpretations.",Story only,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Pragmatic,Estimatable,Violation,see specific details on summits,"The ambiguity or vagueness directly affects the expected scope or behavior, making a reasonable estimate difficult.",Story + Backlog,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-046,BADCamp,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Syntactic,Atomic,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Syntactic,Minimal,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Pragmatic,Unique,Violation,see a list of all the summits,"Another backlog story expresses a substantially equivalent functional requirement, indicating duplication without a relevant difference in goal.",Story + Backlog,BC-065,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-047,BADCamp,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Syntactic,Atomic,No Violation,,,Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Syntactic,Minimal,No Violation,,,Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Semantic,Problem-oriented,No Violation,,,Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Semantic,Unambiguous,Violation,learn about sponsorship levels,"The wording contains vague terms, unclear references, alternatives, or abstractions that allow materially different interpretations.",Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-048,BADCamp,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Syntactic,Atomic,No Violation,,,Story only,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Syntactic,Minimal,Violation,use a WYSIWYG editor for all long-form content,"The story embeds additional implementation, interface, field, constraint, or workflow detail beyond the minimal role–means–optional end structure.",Story only,,Revisar durante a calibração do critério Minimal.
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Semantic,Problem-oriented,Violation,use a WYSIWYG editor for all long-form content,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-049,BADCamp,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Syntactic,Atomic,No Violation,,,Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Syntactic,Minimal,No Violation,,,Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Semantic,Conceptually sound,No Violation,,,Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Semantic,Problem-oriented,Violation,Link to my sponsorship profile from my job listings,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Semantic,Unambiguous,No Violation,,,Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Pragmatic,Full sentence,No Violation,,,Story only,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
BC-050,BADCamp,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Syntactic,Well-formed,No Violation,,,Story only,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Syntactic,Atomic,Violation,learn about posting jobs as a sponsor and contact the sponsorship person,The story combines more than one capability or action that can be treated as an independent feature.,Story only,,
BC-051,BADCamp,"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Syntactic,Minimal,No Violation,,,Story only,,
